Number: 1 371;No;Name;TypeNo;VolVehPrT(AP);SS,VolVehPrT(AP);VolVeh_nad 3,5 t (AP);SS,VolVeh_nad 3,5 t (AP);WKTPolyWGS84
346;2655;POD CHODOVEM;72;23068;21081;655;764;LINESTRING(14.4931 50.0351,14.4942 50.0357,14.4948 50.0361)
347;2657;U KUNR.LESA;75;9741;9895;115;367;LINESTRING(14.4877 50.0295,14.4879 50.0280)
348;2658;U KUNR.LESA;75;8852;9179;114;257;LINESTRING(14.4917 50.0217,14.4913 50.0217,14.4909 50.0218,14.4904 50.0220,14.4896 50.0223,14.4891 50.0226)
349;2660;U KUNR.LESA;75;7436;7733;121;204;LINESTRING(14.4917 50.0217,14.4946 50.0214,14.4961 50.0212,14.4975 50.0209,14.4983 50.0208)
350;2661;U KUNR.LESA;75;9542;8426;133;201;LINESTRING(14.5005 50.0202,14.4983 50.0208)
351;2662;NA JELENACH;72;27642;23715;985;945;LINESTRING(14.5088 50.0209,14.5073 50.0204,14.5066 50.0202,14.5058 50.0200,14.5047 50.0198,14.5042 50.0198,14.5035 50.0198,14.5027 50.0198,14.5019 50.0199,14.5014 50.0200,14.5005 50.0202)
352;2664;PRIP.SEBEROV;98;28470;17722;1231;1145;LINESTRING(14.5111 50.0216,14.5088 50.0209)
353;2665;CHILSKA;72;42017;35097;1417;1306;LINESTRING(14.5089 50.0239,14.5088 50.0217,14.5087 50.0211,14.5088 50.0209)
354;2666;RAMPA;98;8720;2703;546;290;LINESTRING(14.5111 50.0216,14.5106 50.0221,14.5096 50.0226,14.5094 50.0227,14.5093 50.0228,14.5092 50.0229,14.5091 50.0231,14.5091 50.0232,14.5089 50.0239)
355;2668;PRIP.CHODOV;98;20828;19177;710;907;LINESTRING(14.5063 50.0235,14.5068 50.0237,14.5073 50.0239,14.5080 50.0239,14.5089 50.0239)
356;2669;K HRNCIRUM;75;15198;11333;604;214;LINESTRING(14.5088 50.0209,14.5103 50.0188)
357;2670;K HRNCIRUM;75;14455;11324;594;213;LINESTRING(14.5138 50.0132,14.5127 50.0146,14.5122 50.0151,14.5117 50.0160,14.5110 50.0176,14.5103 50.0188)
358;2672;K HRNCIRUM;75;13746;11498;231;117;LINESTRING(14.5166 50.0067,14.5140 50.0120,14.5141 50.0122,14.5143 50.0125,14.5145 50.0129,14.5138 50.0132)
359;2673;K HRNCIRUM;75;13746;11498;231;117;LINESTRING(14.5162 50.0026,14.5172 50.0051,14.5166 50.0067)
360;2674;K SEBEROVU;75;16263;14981;232;167;LINESTRING(14.5162 50.0026,14.5160 50.0024,14.5161 50.0020,14.5161 50.0017,14.5169 49.9996)
361;2675;K SEBEROVU;75;16219;14994;248;197;LINESTRING(14.5169 49.9996,14.5171 49.9985)
362;2676;K SEBEROVU;75;16219;14994;248;197;LINESTRING(14.5171 49.9985,14.5173 49.9979,14.5175 49.9974)
363;2677;K LABESKAM;75;4771;7642;93;119;LINESTRING(14.5162 50.0026,14.5229 50.0015,14.5294 50.0005)
364;2678;K LABESKAM;75;8600;9588;151;163;LINESTRING(14.5006 50.0056,14.5016 50.0055,14.5031 50.0054,14.5073 50.0050,14.5078 50.0049,14.5082 50.0048,14.5086 50.0047,14.5092 50.0045,14.5096 50.0043,14.5100 50.0041,14.5105 50.0037,14.5108 50.0035,14.5109 50.0035,14.5112 50.0034,14.5122 50.0033,14.5146 50.0029,14.5162 50.0026)
365;2680;KUNR.SPOJKA;75;23305;22359;706;958;LINESTRING(14.5006 50.0056,14.4999 50.0039,14.4995 50.0032,14.4993 50.0029,14.4991 50.0027,14.4989 50.0025,14.4982 50.0022,14.4960 50.0014,14.4941 50.0008,14.4918 50.0001)
366;2681;KUNR.SPOJKA;75;23290;22407;706;958;LINESTRING(14.4849 49.9987,14.4870 49.9990,14.4888 49.9994,14.4907 49.9998,14.4918 50.0001)
367;2683;K SEBERAKU;81;5238;3840;405;226;LINESTRING(14.5006 50.0056,14.4968 50.0060,14.4923 50.0103,14.4918 50.0115)
368;2684;K SEBERAKU;81;4800;4346;172;86;LINESTRING(14.4887 50.0127,14.4918 50.0115)
369;2685;K SEBERAKU;81;4800;4346;172;86;LINESTRING(14.4852 50.0135,14.4871 50.0133,14.4887 50.0127)
370;2686;K LIBUSI;81;16944;14504;169;129;LINESTRING(14.4765 50.0118,14.4802 50.0132,14.4818 50.0134,14.4852 50.0135)
371;2690;DOBRONICKA;75;17609;15166;788;411;LINESTRING(14.4765 50.0118,14.4702 50.0107)
372;2691;DOBRONICKA;75;14856;14186;484;302;LINESTRING(14.4621 50.0090,14.4702 50.0107)
373;2693;LIBUSSKA;75;12571;14013;199;424;LINESTRING(14.4621 50.0090,14.4630 50.0080)
374;2694;LIBUSSKA;75;12114;13534;307;462;LINESTRING(14.4635 50.0064,14.4635 50.0066,14.4634 50.0071,14.4633 50.0076,14.4631 50.0078,14.4630 50.0080)
375;2695;METEOROLOG.;75;16474;15744;889;376;LINESTRING(14.4635 50.0064,14.4632 50.0063,14.4623 50.0062,14.4615 50.0061,14.4615 50.0061)
376;2698;LIBUSSKA;75;17917;19697;1080;691;LINESTRING(14.4635 50.0064,14.4659 50.0023)
377;2774;ZALESI;72;30684;27641;1293;716;LINESTRING(14.4553 50.0292,14.4512 50.0281)
378;2784;VIDENSKA;75;21107;19282;1051;849;LINESTRING(14.4601 50.0245,14.4619 50.0218)
379;2785;VIDENSKA;75;22004;20320;1051;850;LINESTRING(14.4627 50.0212,14.4619 50.0218)
380;2786;VIDENSKA;75;16337;15485;895;801;LINESTRING(14.4627 50.0212,14.4642 50.0202)
381;2787;VIDENSKA;75;15837;14902;894;800;LINESTRING(14.4642 50.0202,14.4675 50.0181,14.4679 50.0177,14.4681 50.0174,14.4684 50.0168)
382;2788;VIDENSKA;75;15817;14718;897;800;LINESTRING(14.4696 50.0160,14.4692 50.0162,14.4687 50.0165,14.4684 50.0168)
383;2789;VIDENSKA;75;15425;14778;931;828;LINESTRING(14.4765 50.0118,14.4696 50.0160)
384;2790;VIDENSKA;75;13836;13250;1306;957;LINESTRING(14.4765 50.0118,14.4796 50.0077)
385;2792;VIDENSKA;75;13203;12730;1246;932;LINESTRING(14.4849 49.9987,14.4809 50.0044,14.4796 50.0077)
386;2827;;81;1758;2780;372;375;LINESTRING(14.4519 50.0350,14.4514 50.0349,14.4507 50.0347,14.4499 50.0345,14.4486 50.0340)
387;2843;MICHELSKA;75;15440;16615;363;321;LINESTRING(14.4531 50.0548,14.4530 50.0546,14.4529 50.0545,14.4527 50.0543,14.4526 50.0541,14.4525 50.0540,14.4525 50.0539,14.4525 50.0538,14.4526 50.0537,14.4527 50.0535,14.4529 50.0532,14.4531 50.0530,14.4532 50.0528,14.4533 50.0527,14.4534 50.0526,14.4536 50.0525,14.4538 50.0525,14.4540 50.0523,14.4542 50.0521)
388;2844;MICHELSKA;75;15188;17044;380;331;LINESTRING(14.4542 50.0521,14.4545 50.0517,14.4572 50.0517,14.4588 50.0502)
389;2846;MICHELSKA;75;16648;18636;569;554;LINESTRING(14.4598 50.0486,14.4590 50.0495,14.4588 50.0502)
390;2848;;81;2953;4549;217;218;LINESTRING(14.4598 50.0486,14.4605 50.0487,14.4610 50.0487,14.4616 50.0486,14.4621 50.0486,14.4625 50.0487,14.4631 50.0489,14.4638 50.0493)
391;2850;;81;1681;2272;63;66;LINESTRING(14.4686 50.0464,14.4687 50.0466,14.4688 50.0470,14.4687 50.0477,14.4685 50.0480,14.4673 50.0494,14.4671 50.0496,14.4668 50.0498,14.4663 50.0499,14.4656 50.0499,14.4650 50.0498,14.4645 50.0497,14.4638 50.0493)
392;2852;;81;1860;3135;84;51;LINESTRING(14.4686 50.0464,14.4674 50.0457,14.4673 50.0455,14.4669 50.0453,14.4666 50.0452,14.4662 50.0451,14.4659 50.0450,14.4657 50.0450,14.4655 50.0450,14.4653 50.0450,14.4649 50.0451,14.4644 50.0453)
393;2853;;81;1850;2482;128;129;LINESTRING(14.4644 50.0453,14.4607 50.0462)
394;2854;;81;3525;5393;147;117;LINESTRING(14.4686 50.0464,14.4704 50.0457)
395;2855;;81;4025;7715;147;117;LINESTRING(14.4727 50.0445,14.4704 50.0457)
396;2856;;81;4700;6727;200;167;LINESTRING(14.4727 50.0445,14.4729 50.0447,14.4748 50.0461,14.4752 50.0464,14.4757 50.0467)
397;2858;;81;4710;6088;217;106;LINESTRING(14.4757 50.0467,14.4807 50.0488)
398;2859;;75;7182;6980;238;165;LINESTRING(14.4798 50.0497,14.4807 50.0488)
399;2860;SEVERNI I.;75;8914;8926;372;194;LINESTRING(14.4813 50.0483,14.4807 50.0488)
400;2861;SEVERNI I.;75;8788;8926;310;194;LINESTRING(14.4838 50.0462,14.4813 50.0483)
401;2862;;81;2754;4875;183;155;LINESTRING(14.4727 50.0445,14.4725 50.0422)
402;2863;;75;9878;12176;635;576;LINESTRING(14.4725 50.0422,14.4715 50.0419)
403;2864;;75;7210;7651;453;423;LINESTRING(14.4725 50.0422,14.4729 50.0423,14.4731 50.0424,14.4734 50.0425,14.4759 50.0434)
404;2866;;75;7387;7637;363;347;LINESTRING(14.4838 50.0462,14.4823 50.0458,14.4806 50.0453,14.4799 50.0450,14.4794 50.0448,14.4759 50.0434)
405;2877;SENOHRABSKA;75;6275;6021;140;312;LINESTRING(14.4901 50.0433,14.4899 50.0439,14.4895 50.0445,14.4894 50.0447)
406;2884;ROZTYLSKA;72;18933;17881;303;481;LINESTRING(14.4922 50.0296,14.4921 50.0300,14.4918 50.0306,14.4913 50.0311,14.4906 50.0315)
407;2885;ROZTYLSKA;72;11819;12368;219;411;LINESTRING(14.4937 50.0268,14.4932 50.0271,14.4930 50.0273,14.4927 50.0275,14.4925 50.0277,14.4924 50.0279,14.4923 50.0283,14.4922 50.0287,14.4922 50.0291,14.4922 50.0296)
408;2886;ROZTYLSKA;72;11121;11907;216;409;LINESTRING(14.4937 50.0268,14.4961 50.0260)
409;2887;ROZTYLSKA;72;10210;11545;220;410;LINESTRING(14.4997 50.0232,14.4996 50.0235,14.4995 50.0242,14.4993 50.0245,14.4991 50.0248,14.4986 50.0251,14.4980 50.0253,14.4961 50.0260)
410;2888;ROZTYLSKA;72;11266;11829;254;414;LINESTRING(14.5005 50.0202,14.4997 50.0232)
411;2895;STUROVA;75;22044;21532;712;559;LINESTRING(14.4512 50.0281,14.4513 50.0267)
412;2897;STUROVA;75;20853;20148;658;523;LINESTRING(14.4513 50.0267,14.4515 50.0231)
413;2898;STUROVA;75;19491;19006;582;477;LINESTRING(14.4515 50.0231,14.4515 50.0211)
414;2899;STUROVA;75;19491;19006;582;477;LINESTRING(14.4522 50.0197,14.4518 50.0203,14.4516 50.0207,14.4516 50.0209,14.4515 50.0211)
415;2900;STUROVA;75;21044;20464;590;477;LINESTRING(14.4528 50.0189,14.4522 50.0197)
416;2901;LIBUSSKA;75;13832;14384;506;346;LINESTRING(14.4528 50.0189,14.4546 50.0164)
417;2902;LIBUSSKA;75;15187;16028;533;377;LINESTRING(14.4572 50.0139,14.4562 50.0147,14.4552 50.0155,14.4546 50.0164)
418;2904;LIBUSSKA;75;17528;18067;600;445;LINESTRING(14.4621 50.0090,14.4597 50.0108)
419;2906;;72;14746;;499;;LINESTRING(14.4490 50.0179,14.4528 50.0189)
420;2916;;82;2262;1689;15;3;LINESTRING(14.4533 50.0200,14.4522 50.0197)
421;2917;;82;2167;1687;11;0;LINESTRING(14.4533 50.0200,14.4554 50.0206,14.4561 50.0208,14.4567 50.0208,14.4581 50.0210,14.4586 50.0211,14.4604 50.0215,14.4619 50.0218)
422;2934;;81;10555;7900;840;508;LINESTRING(14.5472 50.0884,14.5469 50.0883,14.5459 50.0883,14.5439 50.0883,14.5378 50.0884,14.5372 50.0883,14.5369 50.0881,14.5366 50.0880)
423;2935;;81;11672;10781;677;371;LINESTRING(14.5472 50.0884,14.5483 50.0878,14.5488 50.0872,14.5495 50.0861,14.5509 50.0841,14.5517 50.0826)
424;2936;K HORKAM;75;13705;16700;656;680;LINESTRING(14.5225 50.0529,14.5225 50.0527,14.5226 50.0525,14.5227 50.0522,14.5230 50.0518,14.5232 50.0516,14.5238 50.0512,14.5240 50.0510,14.5244 50.0509,14.5250 50.0508,14.5254 50.0508)
425;2937;;81;5107;5638;0;0;LINESTRING(14.5306 50.0522,14.5294 50.0523,14.5275 50.0520,14.5254 50.0508)
426;2938;K HORKAM;75;18812;22337;656;680;LINESTRING(14.5264 50.0501,14.5254 50.0508)
427;2939;K HORKAM;75;18556;21889;622;634;LINESTRING(14.5272 50.0490,14.5271 50.0493,14.5270 50.0495,14.5268 50.0497,14.5264 50.0501)
428;2940;K HORKAM;65;18336;21365;586;565;LINESTRING(14.5261 50.0456,14.5267 50.0459,14.5269 50.0460,14.5276 50.0464,14.5285 50.0470,14.5287 50.0473,14.5288 50.0476,14.5288 50.0480,14.5287 50.0482,14.5285 50.0485,14.5279 50.0488,14.5272 50.0490)
429;2941;K HORKAM;65;17455;20208;498;471;LINESTRING(14.5223 50.0464,14.5245 50.0456,14.5248 50.0455,14.5252 50.0455,14.5255 50.0456,14.5258 50.0456,14.5261 50.0456)
430;2944;;81;970;1220;88;94;LINESTRING(14.5239 50.0469,14.5241 50.0467,14.5243 50.0462,14.5244 50.0459,14.5246 50.0454,14.5246 50.0453,14.5248 50.0450)
431;2946;K HORKAM;74;16673;19095;410;378;LINESTRING(14.5223 50.0464,14.5204 50.0460,14.5195 50.0454,14.5188 50.0445,14.5184 50.0440,14.5175 50.0436)
432;2949;K HORKAM;74;21703;23070;629;653;LINESTRING(14.5107 50.0400,14.5114 50.0408)
433;2954;;82;2929;2418;142;127;LINESTRING(14.5225 50.0529,14.5225 50.0546)
434;2957;;81;3852;3091;116;168;LINESTRING(14.5307 50.0527,14.5308 50.0530,14.5313 50.0533,14.5317 50.0535,14.5319 50.0535,14.5320 50.0537,14.5319 50.0538,14.5321 50.0547,14.5322 50.0549)
435;2960;;81;3166;1838;6;6;LINESTRING(14.5512 50.0523,14.5504 50.0533,14.5493 50.0537,14.5466 50.0542,14.5465 50.0542)
436;2961;;75;10507;11692;39;140;LINESTRING(14.5427 50.0517,14.5426 50.0524,14.5426 50.0533,14.5426 50.0534)
437;2962;;75;6781;7807;23;97;LINESTRING(14.5427 50.0517,14.5433 50.0506)
438;2963;;75;6781;7807;23;97;LINESTRING(14.5432 50.0487,14.5436 50.0492,14.5437 50.0495,14.5438 50.0496,14.5436 50.0499,14.5435 50.0503,14.5433 50.0506)
439;2964;HORNOMECHOL.;75;15497;13684;268;464;LINESTRING(14.5306 50.0522,14.5313 50.0521,14.5317 50.0521,14.5323 50.0521,14.5329 50.0521,14.5332 50.0521,14.5340 50.0519,14.5348 50.0516,14.5351 50.0515)
440;2965;HORNOMECHOL.;75;17914;17673;268;464;LINESTRING(14.5307 50.0527,14.5306 50.0522)
441;2971;;81;13203;11381;67;46;LINESTRING(14.5553 50.0478,14.5560 50.0468,14.5565 50.0464,14.5570 50.0460,14.5581 50.0450)
442;2973;;81;9490;8351;67;44;LINESTRING(14.5581 50.0450,14.5574 50.0433,14.5572 50.0432,14.5571 50.0431,14.5569 50.0431,14.5563 50.0430,14.5544 50.0428)
443;2974;;81;5953;6222;44;26;LINESTRING(14.5544 50.0428,14.5533 50.0427,14.5527 50.0425,14.5523 50.0423,14.5520 50.0420,14.5519 50.0418,14.5517 50.0413,14.5519 50.0409,14.5521 50.0406,14.5528 50.0402,14.5537 50.0401,14.5582 50.0401,14.5600 50.0400,14.5607 50.0399,14.5611 50.0396,14.5614 50.0394,14.5618 50.0379)
444;2978;;81;6982;6862;66;32;LINESTRING(14.5618 50.0379,14.5625 50.0355)
445;2980;;81;7897;7482;67;32;LINESTRING(14.5625 50.0355,14.5630 50.0341)
446;2983;NOVOPETROV.;75;20235;19779;792;940;LINESTRING(14.5673 50.0361,14.5671 50.0360,14.5667 50.0360,14.5657 50.0359,14.5652 50.0357,14.5650 50.0355,14.5644 50.0345)
447;2984;PODLESKA;75;20415;22550;981;1149;LINESTRING(14.5673 50.0361,14.5717 50.0366)
448;2985;PODLESKA;75;18563;18249;1022;1073;LINESTRING(14.5717 50.0366,14.5772 50.0368)
449;2986;PODLESKA;75;17741;18214;1593;1388;LINESTRING(14.5772 50.0368,14.5779 50.0368,14.5787 50.0366,14.5795 50.0361,14.5801 50.0359,14.5804 50.0359)
450;2990;PRATELSTVI;75;10826;14013;1217;1998;LINESTRING(14.5893 50.0386,14.5847 50.0416,14.5831 50.0425)
451;2991;PRATELSTVI;75;13725;14512;1986;2092;LINESTRING(14.5831 50.0425,14.5792 50.0449)
452;2996;HORNOMECHOL.;75;11477;11244;245;492;LINESTRING(14.5553 50.0478,14.5581 50.0486,14.5595 50.0489,14.5602 50.0491,14.5609 50.0492,14.5613 50.0493,14.5617 50.0493,14.5618 50.0493,14.5623 50.0492,14.5628 50.0491,14.5632 50.0490,14.5635 50.0488)
453;3001;HORNOMECHOL.;75;15468;15620;323;537;LINESTRING(14.5673 50.0361,14.5670 50.0364,14.5668 50.0368,14.5666 50.0370,14.5666 50.0373,14.5666 50.0377,14.5668 50.0384,14.5668 50.0395,14.5669 50.0408)
454;3003;NOVOPETROV.;75;20946;20728;856;931;LINESTRING(14.5513 50.0313,14.5520 50.0314,14.5529 50.0315,14.5534 50.0316,14.5537 50.0317,14.5550 50.0320,14.5572 50.0325,14.5630 50.0341)
455;3004;NOVOPETROV.;75;21287;21756;905;876;LINESTRING(14.5449 50.0331,14.5457 50.0328,14.5465 50.0325,14.5479 50.0319,14.5481 50.0318,14.5489 50.0316,14.5496 50.0314,14.5502 50.0313,14.5506 50.0313,14.5513 50.0313)
456;3005;VYSTAVNI;75;23960;23435;906;878;LINESTRING(14.5449 50.0331,14.5445 50.0332,14.5443 50.0333,14.5439 50.0334,14.5433 50.0334,14.5423 50.0334,14.5415 50.0333)
457;3007;;82;1802;1613;2;1;LINESTRING(14.5625 50.0355,14.5559 50.0347)
458;3008;;83;2495;1639;0;1;LINESTRING(14.5559 50.0347,14.5558 50.0345,14.5557 50.0344,14.5556 50.0344,14.5550 50.0343,14.5546 50.0343,14.5544 50.0344,14.5542 50.0345,14.5539 50.0346,14.5538 50.0347,14.5537 50.0351,14.5537 50.0352,14.5536 50.0353,14.5534 50.0353,14.5532 50.0354,14.5530 50.0354,14.5529 50.0354,14.5525 50.0352,14.5487 50.0341)
459;3009;;82;2810;1843;0;1;LINESTRING(14.5449 50.0331,14.5450 50.0334,14.5451 50.0335,14.5453 50.0336,14.5455 50.0337,14.5457 50.0338,14.5461 50.0339,14.5464 50.0339,14.5471 50.0340,14.5477 50.0340,14.5487 50.0341)
460;3010;VYSTAVNI;75;24807;23957;909;883;LINESTRING(14.5375 50.0339,14.5389 50.0336,14.5397 50.0334,14.5401 50.0334,14.5407 50.0333,14.5415 50.0333)
461;3011;;81;2281;8649;301;434;LINESTRING(14.5324 50.0566,14.5360 50.0565)
462;3013;;81;2786;9592;361;791;LINESTRING(14.5326 50.0585,14.5324 50.0566)
463;3016;;81;2704;4134;224;281;LINESTRING(14.5326 50.0585,14.5360 50.0584)
464;3017;;81;1257;1399;120;45;LINESTRING(14.5360 50.0584,14.5371 50.0584)
465;3018;;81;3408;7689;365;752;LINESTRING(14.5326 50.0585,14.5328 50.0602)
466;3022;HVIEZDOSLAV.;72;12323;12709;405;367;LINESTRING(14.5129 50.0318,14.5078 50.0312)
467;3024;HVIEZDOSLAV.;72;11118;11907;399;361;LINESTRING(14.5129 50.0318,14.5199 50.0325)
468;3026;HVIEZDOSLAV.;72;8515;9878;380;286;LINESTRING(14.5227 50.0325,14.5199 50.0325)
469;3027;HVIEZDOSLAV.;75;7546;6878;155;178;LINESTRING(14.5227 50.0325,14.5273 50.0337)
470;3029;HVIEZDOSLAV.;75;5488;5619;39;79;LINESTRING(14.5317 50.0354,14.5315 50.0350,14.5313 50.0349,14.5311 50.0348,14.5306 50.0347,14.5273 50.0337)
471;3031;;81;1858;2099;126;294;LINESTRING(14.5219 50.0336,14.5206 50.0356)
472;3032;;81;1858;2099;126;294;LINESTRING(14.5227 50.0325,14.5219 50.0336)
473;3033;U MODR.SKOLY;75;5792;7184;504;561;LINESTRING(14.5227 50.0325,14.5257 50.0292)
474;3039;FORMANSKA;81;9885;9572;121;187;LINESTRING(14.5146 50.0252,14.5149 50.0236,14.5150 50.0234,14.5151 50.0233,14.5152 50.0231,14.5153 50.0230,14.5154 50.0230,14.5159 50.0230,14.5165 50.0231,14.5167 50.0231,14.5168 50.0231,14.5170 50.0229)
475;3040;FORMANSKA;81;5570;4982;101;171;LINESTRING(14.5183 50.0214,14.5170 50.0229)
476;3042;FORMANSKA;81;5523;4973;95;164;LINESTRING(14.5245 50.0181,14.5231 50.0189,14.5221 50.0194,14.5212 50.0199,14.5209 50.0201,14.5183 50.0214)
477;3043;FORMANSKA;81;3951;2543;89;159;LINESTRING(14.5245 50.0181,14.5253 50.0177,14.5260 50.0173,14.5265 50.0170,14.5270 50.0168,14.5277 50.0167,14.5296 50.0167,14.5309 50.0166,14.5342 50.0163)
478;3045;FORMANSKA;81;3300;2481;97;194;LINESTRING(14.5456 50.0140,14.5342 50.0163)
479;3046;FORMANSKA;81;3410;3069;134;285;LINESTRING(14.5456 50.0140,14.5459 50.0138,14.5461 50.0134,14.5461 50.0132,14.5461 50.0130,14.5462 50.0129,14.5464 50.0127)
480;3047;PRATELSTVI;75;18403;23927;961;1809;LINESTRING(14.5893 50.0386,14.5900 50.0384,14.5900 50.0383,14.5912 50.0372,14.5920 50.0364)
481;3049;PRATELSTVI;75;20876;27247;819;1623;LINESTRING(14.6014 50.0297,14.5987 50.0316)
482;3051;PRATELSTVI;75;20528;26709;790;1590;LINESTRING(14.6014 50.0297,14.6031 50.0295)
483;3052;PRATELSTVI;75;17631;23586;751;1574;LINESTRING(14.6072 50.0309,14.6067 50.0307,14.6062 50.0305,14.6055 50.0302,14.6052 50.0299,14.6046 50.0298,14.6038 50.0296,14.6031 50.0295)
484;3053;PRATELSTVI;75;16190;20880;745;1539;LINESTRING(14.6086 50.0314,14.6072 50.0309)
485;3055;PRATELSTVI;75;5958;13967;825;1435;LINESTRING(14.6356 50.0168,14.6329 50.0183)
486;3056;PRATELSTVI;75;7852;13019;849;1195;LINESTRING(14.6356 50.0168,14.6381 50.0154)
487;3058;;75;4370;8150;115;49;LINESTRING(14.6014 50.0297,14.6013 50.0293,14.6020 50.0284)
488;3060;;75;1254;1808;13;48;LINESTRING(14.5990 50.0286,14.5956 50.0278,14.5950 50.0276,14.5937 50.0267)
489;3061;K DALNICI;75;14101;13432;160;303;LINESTRING(14.5837 50.0170,14.5844 50.0171,14.5856 50.0172,14.5861 50.0174,14.5863 50.0176,14.5866 50.0179,14.5870 50.0183,14.5872 50.0187,14.5875 50.0193,14.5876 50.0206,14.5877 50.0215,14.5880 50.0223,14.5886 50.0230,14.5922 50.0257,14.5937 50.0267)
490;3063;ZAMPIONOVA;83;8005;10089;154;219;LINESTRING(14.5837 50.0170,14.5836 50.0173,14.5836 50.0174,14.5836 50.0177,14.5837 50.0180,14.5838 50.0181,14.5838 50.0182,14.5838 50.0183,14.5837 50.0185,14.5835 50.0187,14.5833 50.0188,14.5831 50.0188,14.5829 50.0189,14.5827 50.0191,14.5825 50.0193,14.5823 50.0195,14.5822 50.0197,14.5821 50.0197,14.5820 50.0197,14.5818 50.0198,14.5811 50.0201,14.5802 50.0205,14.5791 50.0212)
491;3064;;83;1862;5416;76;75;LINESTRING(14.5791 50.0212,14.5779 50.0241)
492;3067;STYCHOVA;81;7423;6181;266;176;LINESTRING(14.5590 50.0270,14.5595 50.0262,14.5597 50.0256,14.5601 50.0246,14.5621 50.0235,14.5628 50.0234,14.5635 50.0232,14.5641 50.0232)
493;3068;STYCHOVA;81;7895;7309;270;216;LINESTRING(14.5590 50.0270,14.5586 50.0274,14.5580 50.0279,14.5574 50.0283,14.5565 50.0288,14.5558 50.0291,14.5552 50.0293,14.5543 50.0295,14.5534 50.0297,14.5524 50.0299,14.5520 50.0300,14.5517 50.0302,14.5515 50.0304,14.5513 50.0308,14.5512 50.0310,14.5513 50.0311,14.5513 50.0313)
494;3069;J.BIBRDLIKA;81;2499;2105;37;92;LINESTRING(14.5456 50.0140,14.5457 50.0146,14.5464 50.0157,14.5471 50.0165,14.5478 50.0172,14.5480 50.0174)
495;3071;;81;2816;6810;49;25;LINESTRING(14.6065 50.0156,14.6065 50.0165,14.6063 50.0182,14.6063 50.0186,14.6057 50.0195,14.6048 50.0204,14.6046 50.0208,14.6045 50.0212)
496;3072;;82;2305;4718;40;47;LINESTRING(14.6065 50.0156,14.6065 50.0153,14.6065 50.0150,14.6064 50.0149,14.6065 50.0148,14.6065 50.0146,14.6066 50.0145,14.6065 50.0144,14.6065 50.0143,14.6064 50.0142,14.6062 50.0141)
497;3073;;81;643;3035;85;62;LINESTRING(14.6065 50.0156,14.6075 50.0152,14.6083 50.0148,14.6092 50.0141,14.6097 50.0133,14.6104 50.0126,14.6107 50.0122,14.6117 50.0118,14.6128 50.0114,14.6136 50.0108,14.6138 50.0105,14.6139 50.0099,14.6138 50.0093,14.6137 50.0088,14.6136 50.0082,14.6135 50.0078,14.6134 50.0073,14.6138 50.0067,14.6136 50.0059,14.6137 50.0051,14.6138 50.0044,14.6139 50.0039,14.6140 50.0034,14.6140 50.0030,14.6143 50.0026,14.6149 50.0016,14.6155 50.0009,14.6158 50.0004,14.6162 50.0000,14.6166 49.9997,14.6169 49.9994,14.6177 49.9991)
498;3076;;81;5065;1211;111;1;LINESTRING(14.6295 49.9954,14.6285 49.9962,14.6273 49.9968)
499;3078;;81;1575;2392;35;33;LINESTRING(14.6348 50.0096,14.6318 50.0098,14.6316 50.0097,14.6314 50.0096,14.6312 50.0096,14.6310 50.0096,14.6308 50.0096,14.6307 50.0096,14.6306 50.0096,14.6304 50.0097,14.6301 50.0098,14.6299 50.0099,14.6297 50.0099,14.6296 50.0100,14.6295 50.0101)
500;3079;;81;1222;2396;30;50;LINESTRING(14.6242 50.0123,14.6259 50.0116,14.6272 50.0112,14.6286 50.0111,14.6289 50.0109,14.6291 50.0108,14.6292 50.0107,14.6293 50.0105,14.6294 50.0104,14.6295 50.0102,14.6295 50.0101)
501;3082;;81;1343;1432;10;147;LINESTRING(14.6356 50.0168,14.6323 50.0158)
502;3083;;81;2100;1917;0;2;LINESTRING(14.6329 50.0183,14.6323 50.0158)
503;3087;;81;3418;3832;31;40;LINESTRING(14.6072 50.0309,14.6077 50.0304,14.6078 50.0294,14.6083 50.0279,14.6083 50.0267,14.6094 50.0249)
504;3092;;82;2115;1334;125;113;LINESTRING(14.6529 50.0183,14.6527 50.0180,14.6524 50.0179,14.6520 50.0175,14.6521 50.0174,14.6530 50.0171,14.6533 50.0171,14.6538 50.0173)
505;3094;;82;1442;973;23;43;LINESTRING(14.6687 50.0129,14.6668 50.0132,14.6655 50.0138,14.6642 50.0143,14.6618 50.0150,14.6595 50.0161,14.6561 50.0167,14.6553 50.0173,14.6545 50.0175,14.6538 50.0173)
506;3098;POD JANKOVEM;81;7816;6534;143;233;LINESTRING(14.6152 50.0470,14.6146 50.0457,14.6139 50.0439,14.6139 50.0426,14.6127 50.0402)
507;3102;;81;845;2149;37;34;LINESTRING(14.6273 50.0414,14.6284 50.0406,14.6295 50.0402,14.6307 50.0395,14.6315 50.0384,14.6321 50.0376,14.6331 50.0367)
508;3103;;81;1896;6190;88;86;LINESTRING(14.6289 50.0349,14.6294 50.0354,14.6299 50.0356,14.6307 50.0358,14.6312 50.0359,14.6325 50.0364,14.6331 50.0367)
509;3104;;83;2742;6003;125;117;LINESTRING(14.6353 50.0373,14.6331 50.0367)
